1LG3FS9I,1,0,http://www.wikidata.org/wiki/Q4201789
1LG3FS9I,1,2,http://www.wikidata.org/wiki/Q4339448
1LG3FS9I,1,4,http://www.wikidata.org/wiki/Q83172
1LG3FS9I,2,0,http://www.wikidata.org/wiki/Q4201666
1LG3FS9I,2,2,http://www.wikidata.org/wiki/Q4339448
1LG3FS9I,2,4,http://www.wikidata.org/wiki/Q83172
4W0OBNEX,1,0,http://www.wikidata.org/wiki/Q54802536
4W0OBNEX,1,1,http://www.wikidata.org/wiki/Q17297633
4W0OBNEX,2,0,http://www.wikidata.org/wiki/Q41793680
4W0OBNEX,2,1,http://www.wikidata.org/wiki/Q17297633
UQPH9LSY,1,0,http://www.wikidata.org/wiki/Q9032754
UQPH9LSY,1,1,http://www.wikidata.org/wiki/Q50020430
UQPH9LSY,1,2,http://www.wikidata.org/wiki/Q4227907
UQPH9LSY,2,0,http://www.wikidata.org/wiki/Q3320573
UQPH9LSY,2,1,http://www.wikidata.org/wiki/Q2295655
UQPH9LSY,2,2,http://www.wikidata.org/wiki/Q3035235
RTHP216U,1,0,http://www.wikidata.org/wiki/Q482607
RTHP216U,1,1,http://www.wikidata.org/wiki/Q7734952
RTHP216U,1,2,http://www.wikidata.org/wiki/Q488682
RTHP216U,2,0,http://www.wikidata.org/wiki/Q314407
RTHP216U,2,1,http://www.wikidata.org/wiki/Q1377491
RTHP216U,2,2,http://www.wikidata.org/wiki/Q17632608
66V1UPF1,1,0,http://www.wikidata.org/wiki/Q1813849
66V1UPF1,1,2,http://www.wikidata.org/wiki/Q137863
66V1UPF1,1,3,http://www.wikidata.org/wiki/Q37
66V1UPF1,1,4,http://www.wikidata.org/wiki/Q188061
66V1UPF1,2,0,http://www.wikidata.org/wiki/Q118903
66V1UPF1,2,2,http://www.wikidata.org/wiki/Q118910
66V1UPF1,2,3,http://www.wikidata.org/wiki/Q37
66V1UPF1,2,4,http://www.wikidata.org/wiki/Q188061
WJDZNJ7R,1,0,http://www.wikidata.org/wiki/Q506674
WJDZNJ7R,1,1,http://www.wikidata.org/wiki/Q177266
WJDZNJ7R,1,2,http://www.wikidata.org/wiki/Q794691
WJDZNJ7R,2,0,http://www.wikidata.org/wiki/Q1337795
WJDZNJ7R,2,1,http://www.wikidata.org/wiki/Q3487646
WJDZNJ7R,2,2,http://www.wikidata.org/wiki/Q7264
KVHVZV3L,1,0,http://www.wikidata.org/wiki/Q65
KVHVZV3L,1,1,http://www.wikidata.org/wiki/Q37276728
KVHVZV3L,1,2,http://www.wikidata.org/wiki/Q8731
KVHVZV3L,2,0,http://www.wikidata.org/wiki/Q1720
KVHVZV3L,2,1,http://www.wikidata.org/wiki/Q1223865
KVHVZV3L,2,2,http://www.wikidata.org/wiki/Q392494
639WTBBX,1,0,http://www.wikidata.org/wiki/Q3489939
639WTBBX,2,0,http://www.wikidata.org/wiki/Q3489200
RSP4RPJK,1,0,http://www.wikidata.org/wiki/Q56702278
RSP4RPJK,1,1,http://www.wikidata.org/wiki/Q2601386
RSP4RPJK,2,0,http://www.wikidata.org/wiki/Q6974685
RSP4RPJK,2,1,http://www.wikidata.org/wiki/Q1967556
L5LD752I,1,0,http://www.wikidata.org/wiki/Q67199527
L5LD752I,1,1,http://www.wikidata.org/wiki/Q3656765
L5LD752I,2,0,http://www.wikidata.org/wiki/Q15917739
L5LD752I,2,1,http://www.wikidata.org/wiki/Q2796967
IYAGHNQ1,1,0,http://www.wikidata.org/wiki/Q16556419
IYAGHNQ1,1,2,http://www.wikidata.org/wiki/Q2912397
IYAGHNQ1,2,0,http://www.wikidata.org/wiki/Q15943603
IYAGHNQ1,2,2,http://www.wikidata.org/wiki/Q2912397
IYAGHNQ1,3,0,http://www.wikidata.org/wiki/Q16825873
IYAGHNQ1,3,2,http://www.wikidata.org/wiki/Q1407225
S4BBSEDC,1,0,http://www.wikidata.org/wiki/Q657518
S4BBSEDC,2,0,http://www.wikidata.org/wiki/Q634418
7CWHHFZU,1,0,http://www.wikidata.org/wiki/Q6125113
7CWHHFZU,1,1,http://www.wikidata.org/wiki/Q6124976
7CWHHFZU,1,2,http://www.wikidata.org/wiki/Q1358138
7CWHHFZU,2,0,http://www.wikidata.org/wiki/Q57166722
7CWHHFZU,2,1,http://www.wikidata.org/wiki/Q726531
7CWHHFZU,2,2,http://www.wikidata.org/wiki/Q1344
SHQ8Y1NF,1,0,http://www.wikidata.org/wiki/Q3861904
SHQ8Y1NF,1,3,http://www.wikidata.org/wiki/Q2052054
SHQ8Y1NF,2,0,http://www.wikidata.org/wiki/Q11904369
SHQ8Y1NF,2,3,http://www.wikidata.org/wiki/Q738435
YSKIF9MF,1,0,http://www.wikidata.org/wiki/Q15718
YSKIF9MF,1,3,http://www.wikidata.org/wiki/Q170347
YSKIF9MF,2,0,http://www.wikidata.org/wiki/Q68828125
YSKIF9MF,2,3,http://www.wikidata.org/wiki/Q69995061
AKVHIMRU,1,0,http://www.wikidata.org/wiki/Q3911749
AKVHIMRU,1,1,http://www.wikidata.org/wiki/Q219414
AKVHIMRU,2,0,http://www.wikidata.org/wiki/Q13446741
AKVHIMRU,2,1,http://www.wikidata.org/wiki/Q184602
S3CKGCLJ,1,0,http://www.wikidata.org/wiki/Q376769
S3CKGCLJ,2,0,http://www.wikidata.org/wiki/Q265864
MXQ1SKLG,1,0,http://www.wikidata.org/wiki/Q3261346
MXQ1SKLG,2,0,http://www.wikidata.org/wiki/Q216344
7NCVAPZ6,1,0,http://www.wikidata.org/wiki/Q18438915
7NCVAPZ6,2,0,http://www.wikidata.org/wiki/Q16820786
T55TO34J,1,0,http://www.wikidata.org/wiki/Q74181600
T55TO34J,2,0,http://www.wikidata.org/wiki/Q66531003
DVL415PS,1,0,http://www.wikidata.org/wiki/Q28130502
DVL415PS,1,1,http://www.wikidata.org/wiki/Q113453
DVL415PS,1,2,http://www.wikidata.org/wiki/Q1037
DVL415PS,2,0,http://www.wikidata.org/wiki/Q2138558
DVL415PS,2,1,http://www.wikidata.org/wiki/Q515
DVL415PS,2,2,http://www.wikidata.org/wiki/Q183
DVL415PS,3,0,http://www.wikidata.org/wiki/Q4442617
DVL415PS,3,1,http://www.wikidata.org/wiki/Q8059289
DVL415PS,3,2,http://www.wikidata.org/wiki/Q15180
KXSQH8PJ,1,0,http://www.wikidata.org/wiki/Q28115878
KXSQH8PJ,1,2,http://www.wikidata.org/wiki/Q192534
KXSQH8PJ,2,0,http://www.wikidata.org/wiki/Q23979027
KXSQH8PJ,2,2,http://www.wikidata.org/wiki/Q192534
KXSQH8PJ,3,0,http://www.wikidata.org/wiki/Q28119220
KXSQH8PJ,3,2,http://www.wikidata.org/wiki/Q182432
I35616OY,1,0,http://www.wikidata.org/wiki/Q210907
I35616OY,2,0,http://www.wikidata.org/wiki/Q208268
RU92NLFT,1,0,http://www.wikidata.org/wiki/Q5425982
RU92NLFT,1,1,http://www.wikidata.org/wiki/Q1065809
RU92NLFT,1,2,http://www.wikidata.org/wiki/Q812
RU92NLFT,2,0,http://www.wikidata.org/wiki/Q7660036
RU92NLFT,2,1,http://www.wikidata.org/wiki/Q487556
RU92NLFT,2,2,http://www.wikidata.org/wiki/Q3130
P0P41ODQ,1,0,http://www.wikidata.org/wiki/Q28799994
P0P41ODQ,2,0,http://www.wikidata.org/wiki/Q28105676
7UH8BJ87,1,0,http://www.wikidata.org/wiki/Q2895096
7UH8BJ87,2,0,http://www.wikidata.org/wiki/Q2565342
10Q6EESN,1,0,http://www.wikidata.org/wiki/Q21999654
10Q6EESN,1,1,http://www.wikidata.org/wiki/Q19652
10Q6EESN,1,2,http://www.wikidata.org/wiki/Q357824
10Q6EESN,2,0,http://www.wikidata.org/wiki/Q29029690
10Q6EESN,2,1,http://www.wikidata.org/wiki/Q19652
10Q6EESN,2,2,http://www.wikidata.org/wiki/Q313922
QNHDL33N,1,0,http://www.wikidata.org/wiki/Q5699813
QNHDL33N,1,1,http://www.wikidata.org/wiki/Q11436
QNHDL33N,1,2,http://www.wikidata.org/wiki/Q917953
QNHDL33N,2,0,http://www.wikidata.org/wiki/Q21905930
QNHDL33N,2,1,http://www.wikidata.org/wiki/Q11436
QNHDL33N,2,2,http://www.wikidata.org/wiki/Q917172
KSNGOI8Z,1,0,http://www.wikidata.org/wiki/Q719794
KSNGOI8Z,1,1,http://www.wikidata.org/wiki/Q236122
KSNGOI8Z,1,2,http://www.wikidata.org/wiki/Q1841
KSNGOI8Z,2,0,http://www.wikidata.org/wiki/Q1348719
KSNGOI8Z,2,1,http://www.wikidata.org/wiki/Q176483
KSNGOI8Z,2,2,http://www.wikidata.org/wiki/Q1841
6AAA6KDL,1,0,http://www.wikidata.org/wiki/Q1886959
6AAA6KDL,1,1,http://www.wikidata.org/wiki/Q2086913
